user_id,item_id,rating,timestamp,genre_id
303,842,2,879484804,8
62,65,4,879374686,5
62,65,4,879374686,8
207,591,3,876018608,8
207,591,3,876018608,16
92,172,4,875653271,1
92,172,4,875653271,2
92,172,4,875653271,8
92,172,4,875653271,14
92,172,4,875653271,15
92,172,4,875653271,17
63,242,3,875747190,5
279,68,4,875307407,1
279,68,4,875307407,14
279,68,4,875307407,16
250,7,4,878089716,8
250,7,4,878089716,15
194,54,3,879525876,1
194,54,3,879525876,8
194,54,3,879525876,16
119,237,5,874775038,8
119,237,5,874775038,14
268,930,2,875742942,1
268,930,2,875742942,2
268,930,2,875742942,16
268,2,2,875744173,1
268,2,2,875744173,2
268,2,2,875744173,16
66,258,4,883601089,8
66,258,4,883601089,15
83,623,4,880308578,4
83,623,4,880308578,5
214,334,3,891542540,1
214,334,3,891542540,6
214,334,3,891542540,13
100,344,4,891374868,8
301,56,4,882076587,6
301,56,4,882076587,8
234,141,3,892334609,2
234,141,3,892334609,4
234,141,3,892334609,9
234,141,3,892334609,15
83,576,4,880308755,1
83,576,4,880308755,2
83,576,4,880308755,6
181,264,2,878961624,15
181,264,2,878961624,16
38,153,5,892430369,5
7,382,4,891352093,5
7,382,4,891352093,8
264,813,4,886122952,7
181,872,1,878961814,14
85,507,4,879456199,8
269,367,3,891450023,5
193,96,1,889124507,1
193,96,1,889124507,15
193,96,1,889124507,16
292,11,5,881104093,6
292,11,5,881104093,16
130,1014,3,876250718,5
275,98,4,875155140,8
275,98,4,875155140,16
189,520,5,893265380,2
189,520,5,893265380,17
218,209,5,877488546,5
218,209,5,877488546,8
218,209,5,877488546,12
119,222,5,874775311,1
119,222,5,874775311,2
119,222,5,874775311,15
158,177,4,880134407,1
158,177,4,880134407,18
222,118,4,877563802,1
222,118,4,877563802,2
222,118,4,877563802,16
279,501,3,875308843,3
279,501,3,875308843,4
279,501,3,875308843,12
301,79,5,882076403,1
301,79,5,882076403,16
13,198,3,881515193,16
145,237,5,875270570,8
145,237,5,875270570,14
23,385,4,874786462,1
23,385,4,874786462,2
23,385,4,874786462,5
23,385,4,874786462,14
201,767,4,884114505,11
296,705,5,884197193,12
296,705,5,884197193,14
42,546,3,881105817,1
42,546,3,881105817,16
16,64,5,877720297,8
95,135,3,879197562,8
95,135,3,879197562,13
95,135,3,879197562,15
95,135,3,879197562,16
154,357,4,879138713,8
77,484,5,884733766,10
77,484,5,884733766,13
296,508,5,884196584,8
302,303,2,879436785,8
222,77,4,878183616,8
222,77,4,878183616,16
13,215,5,882140588,8
16,705,5,877722736,12
16,705,5,877722736,14
145,15,2,875270655,8
200,304,5,876041644,2
200,304,5,876041644,4
101,829,3,877136138,1
101,829,3,877136138,2
128,204,4,879967478,5
128,204,4,879967478,15
181,1295,1,878961781,5
181,1295,1,878961781,8
1,160,4,875072547,8
184,321,5,889906967,5
128,508,4,879967767,8
23,323,2,874784266,1
23,323,2,874784266,16
301,227,3,882077222,1
301,227,3,882077222,2
301,227,3,882077222,15
301,191,3,882075672,8
301,191,3,882075672,13
82,183,3,878769848,1
82,183,3,878769848,11
82,183,3,878769848,15
82,183,3,878769848,16
222,724,3,878181976,8
222,724,3,878181976,14
218,430,3,877488316,5
218,430,3,877488316,17
303,134,5,879467959,8
133,751,3,890588547,1
133,751,3,890588547,14
133,751,3,890588547,16
215,212,2,891435680,8
276,2,4,874792436,1
276,2,4,874792436,2
276,2,4,874792436,16
104,984,1,888442575,16
63,1067,3,875747514,5
267,410,4,878970785,5
13,56,5,881515011,6
13,56,5,881515011,8
286,237,2,875806800,8
286,237,2,875806800,14
294,271,5,889241426,1
294,271,5,889241426,2
294,271,5,889241426,15
294,271,5,889241426,17
90,1086,4,891384424,8
18,26,4,880129731,5
92,229,3,875656201,1
92,229,3,875656201,2
92,229,3,875656201,15
308,649,4,887739292,6
308,649,4,887739292,8
308,649,4,887739292,16
191,302,4,891560253,6
191,302,4,891560253,10
191,302,4,891560253,13
191,302,4,891560253,16
200,96,5,884129409,1
200,96,5,884129409,15
200,96,5,884129409,16
271,199,4,885848448,8
271,199,4,885848448,17
275,597,3,876197678,1
275,597,3,876197678,16
222,151,3,878182109,2
222,151,3,878182109,4
222,151,3,878182109,5
207,258,4,877879172,8
207,258,4,877879172,15
272,1393,2,879454663,1
272,1393,2,879454663,16
177,333,4,880130397,13
177,333,4,880130397,16
94,1224,3,891722802,8
130,1017,3,874953895,8
10,175,3,877888677,15
203,321,3,880433418,5
43,323,3,875975110,1
43,323,3,875975110,16
197,96,5,891409839,1
197,96,5,891409839,15
197,96,5,891409839,16
194,66,3,879527264,5
194,66,3,879527264,14
234,206,4,892334543,2
234,206,4,892334543,3
234,206,4,892334543,15
234,206,4,892334543,16
308,640,4,887737036,8
269,522,5,891447773,5
269,522,5,891447773,8
94,265,4,891721889,1
94,265,4,891721889,16
268,62,3,875310824,1
268,62,3,875310824,2
268,62,3,875310824,15
296,20,5,884196921,8
296,20,5,884196921,14
134,286,3,891732334,8
134,286,3,891732334,14
134,286,3,891732334,17
234,612,3,892079140,8
7,163,4,891353444,5
234,1451,3,892078343,16
275,405,2,876197645,1
275,405,2,876197645,2
275,405,2,876197645,13
102,823,3,888801465,6
102,823,3,888801465,10
102,823,3,888801465,16
236,71,3,890116671,3
236,71,3,890116671,4
236,71,3,890116671,12
244,186,3,880605697,1
244,186,3,880605697,5
244,186,3,880605697,12
279,1181,4,875314001,1
279,1181,4,875314001,5
83,78,2,880309089,2
83,78,2,880309089,4
83,78,2,880309089,8
151,197,5,879528710,8
151,197,5,879528710,14
254,436,2,886474216,11
297,716,3,875239422,8
297,716,3,875239422,14
301,604,4,882075994,5
64,392,3,889737542,8
92,501,2,875653665,3
92,501,2,875653665,4
92,501,2,875653665,12
222,97,4,878181739,2
222,97,4,878181739,8
222,97,4,878181739,18
268,436,3,875310745,11
293,135,5,888905550,8
293,135,5,888905550,13
293,135,5,888905550,15
293,135,5,888905550,16
213,173,5,878955442,1
213,173,5,878955442,2
213,173,5,878955442,5
213,173,5,878955442,14
13,498,4,882139901,1
13,498,4,882139901,2
13,498,4,882139901,14
13,498,4,882139901,17
5,17,4,875636198,1
5,17,4,875636198,5
5,17,4,875636198,6
5,17,4,875636198,11
5,17,4,875636198,16
125,163,5,879454956,5
174,315,5,886432749,8
174,315,5,886432749,16
114,505,3,881260203,13
114,505,3,881260203,16
213,515,4,878870518,1
213,515,4,878870518,8
213,515,4,878870518,17
23,196,2,874786926,8
239,56,4,889179478,6
239,56,4,889179478,8
250,238,4,878089963,5
201,649,3,884114275,6
201,649,3,884114275,8
201,649,3,884114275,16
181,325,2,878961814,8
181,325,2,878961814,16
287,1,5,875334088,3
287,1,5,875334088,4
287,1,5,875334088,5
216,531,4,880233810,8
216,531,4,880233810,14
92,587,3,875660408,8
92,587,3,875660408,13
286,288,5,875806672,11
286,288,5,875806672,16
117,1047,2,881009697,5
99,111,1,885678886,5
99,111,1,885678886,14
11,558,3,891904214,8
11,558,3,891904214,9
11,558,3,891904214,16
65,47,2,879216672,5
65,47,2,879216672,8
295,194,4,879517412,5
295,194,4,879517412,6
250,596,5,878089921,3
250,596,5,878089921,4
250,596,5,878089921,12
201,960,2,884112077,8
91,480,4,891438875,5
91,480,4,891438875,16
215,211,4,891436202,5
215,211,4,891436202,17
181,938,1,878961586,5
181,938,1,878961586,14
189,1060,5,893264301,2
189,1060,5,893264301,4
303,404,4,879468375,3
303,404,4,879468375,4
299,305,3,879737314,8
187,210,4,879465242,1
187,210,4,879465242,2
222,278,2,877563913,8
222,278,2,877563913,14
293,770,3,888906655,6
293,770,3,888906655,10
293,770,3,888906655,13
293,770,3,888906655,16
96,156,4,884402860,6
96,156,4,884402860,16
115,1067,4,881171009,5
7,430,3,891352178,5
7,430,3,891352178,17
73,480,4,888625753,5
73,480,4,888625753,16
221,475,4,875244204,8
72,182,5,880036515,6
72,182,5,880036515,8
25,357,4,885852757,8
290,50,5,880473582,1
290,50,5,880473582,2
290,50,5,880473582,14
290,50,5,880473582,15
290,50,5,880473582,17
299,303,3,877618584,8
264,294,3,886121516,5
184,187,4,889909024,1
184,187,4,889909024,6
184,187,4,889909024,8
63,289,2,875746985,8
63,289,2,875746985,12
13,229,4,882397650,1
13,229,4,882397650,2
13,229,4,882397650,15
235,185,4,889655435,11
235,185,4,889655435,14
235,185,4,889655435,16
54,742,5,880934806,8
54,742,5,880934806,16
63,762,3,875747688,8
11,732,3,891904596,5
11,732,3,891904596,14
92,168,4,875653723,5
303,200,4,879468459,11
256,849,2,882164603,1
256,849,2,882164603,14
72,54,3,880036854,1
72,54,3,880036854,8
72,54,3,880036854,16
117,150,4,880125101,5
117,150,4,880125101,8
224,77,4,888103872,8
224,77,4,888103872,16
94,184,2,891720862,1
94,184,2,891720862,2
94,184,2,891720862,5
94,184,2,891720862,11
94,184,2,891720862,15
281,338,2,881200457,5
130,109,3,874953794,5
130,109,3,874953794,15
128,371,1,879966954,8
128,371,1,879966954,14
254,229,4,886474580,1
254,229,4,886474580,2
254,229,4,886474580,15
64,381,4,879365491,5
64,381,4,879365491,14
151,176,2,879524293,1
151,176,2,879524293,15
151,176,2,879524293,16
151,176,2,879524293,17
45,25,4,881014015,5
193,879,3,889123257,1
193,879,3,889123257,16
193,879,3,889123257,17
276,57,3,874787526,8
234,187,4,892079140,1
234,187,4,892079140,6
234,187,4,892079140,8
181,306,1,878962006,8
181,306,1,878962006,14
21,370,1,874951293,8
21,370,1,874951293,16
293,249,3,888905229,5
10,611,5,877886722,6
10,611,5,877886722,10
10,611,5,877886722,13
197,346,3,891409070,6
197,346,3,891409070,8
276,142,3,874792945,2
276,142,3,874792945,4
276,142,3,874792945,12
308,427,4,887736584,8
109,8,3,880572642,4
109,8,3,880572642,5
109,8,3,880572642,8
198,58,3,884208173,8
230,680,4,880484286,1
230,680,4,880484286,2
181,741,1,878962918,8
181,741,1,878962918,16
90,900,4,891382309,8
193,941,4,889124890,5
193,941,4,889124890,8
128,603,5,879966839,13
128,603,5,879966839,16
244,265,4,880606634,1
244,265,4,880606634,16
90,289,3,891382310,8
90,289,3,891382310,12
305,71,3,886323684,3
305,71,3,886323684,4
305,71,3,886323684,12
119,382,5,874781742,5
119,382,5,874781742,8
21,222,2,874951382,1
21,222,2,874951382,2
21,222,2,874951382,15
280,508,3,891700453,8
288,132,3,886374129,2
288,132,3,886374129,4
288,132,3,886374129,8
288,132,3,886374129,12
72,699,3,880036783,8
90,259,2,891382392,4
90,259,2,891382392,5
308,55,3,887738760,6
308,55,3,887738760,8
308,55,3,887738760,14
308,55,3,887738760,16
59,742,3,888203053,8
59,742,3,888203053,16
94,744,4,891721462,8
94,744,4,891721462,17
130,642,4,875216933,6
130,642,4,875216933,8
130,642,4,875216933,10
26,1015,3,891352136,4
26,1015,3,891352136,8
56,121,5,892679480,1
56,121,5,892679480,15
56,121,5,892679480,17
62,12,4,879373613,6
62,12,4,879373613,16
276,40,3,874791871,5
152,301,3,880147407,5
178,845,4,882824291,5
79,303,4,891271203,8
138,484,4,879024127,10
138,484,4,879024127,13
308,81,5,887737293,5
308,81,5,887737293,14
75,284,2,884050393,5
75,284,2,884050393,14
269,198,4,891447062,16
307,94,3,877122695,4
307,94,3,877122695,5
269,22,1,891448072,1
269,22,1,891448072,8
269,22,1,891448072,17
13,864,4,882141924,5
230,742,5,880485043,8
230,742,5,880485043,16
269,507,4,891448800,8
239,1099,5,889179253,8
56,546,3,892679460,1
56,546,3,892679460,16
271,1028,2,885848102,5
271,1028,2,885848102,14
22,376,3,878887112,5
279,399,4,875313859,1
279,399,4,875313859,2
279,399,4,875313859,5
269,234,1,891449406,1
269,234,1,891449406,11
6,98,5,883600680,8
6,98,5,883600680,16
243,1039,4,879988184,8
298,181,4,884125629,1
298,181,4,884125629,2
298,181,4,884125629,14
298,181,4,884125629,15
298,181,4,884125629,17
78,323,1,879633567,1
78,323,1,879633567,16
118,200,5,875384647,11
283,1114,5,879297545,5
10,100,5,877891747,6
10,100,5,877891747,8
10,100,5,877891747,16
107,333,3,891264267,13
107,333,3,891264267,16
276,70,4,874790826,5
276,70,4,874790826,14
189,56,5,893265263,6
189,56,5,893265263,8
226,242,5,883888671,5
62,1016,4,879373008,1
62,1016,4,879373008,2
62,1016,4,879373008,16
276,417,4,874792907,4
276,417,4,874792907,8
214,478,4,891544052,5
214,478,4,891544052,14
222,26,3,878183043,5
280,631,5,891700751,1
280,631,5,891700751,8
280,631,5,891700751,14
280,631,5,891700751,17
60,430,5,883326122,5
60,430,5,883326122,17
56,71,4,892683275,3
56,71,4,892683275,4
56,71,4,892683275,12
42,274,5,881105817,5
42,274,5,881105817,14
1,202,5,875072442,5
1,202,5,875072442,14
13,809,4,882397582,1
13,809,4,882397582,8
13,809,4,882397582,13
173,289,4,877556988,8
173,289,4,877556988,12
15,749,1,879455311,5
15,749,1,879455311,14
185,23,4,883524249,8
185,23,4,883524249,16
244,381,4,880604077,5
244,381,4,880604077,14
7,497,4,891352134,5
178,317,4,882826915,8
178,742,3,882823833,8
178,742,3,882823833,16
234,1462,3,892333865,6
234,1462,3,892333865,8
234,1462,3,892333865,14
97,222,5,884238887,1
97,222,5,884238887,2
97,222,5,884238887,15
109,127,2,880563471,1
109,127,2,880563471,6
109,127,2,880563471,8
117,268,5,880124306,8
117,268,5,880124306,14
269,705,2,891448850,12
269,705,2,891448850,14
207,13,3,875506839,5
42,588,5,881108147,3
42,588,5,881108147,4
42,588,5,881108147,12
246,409,2,884923372,5
246,409,2,884923372,8
87,367,4,879876702,5
101,304,3,877135677,2
101,304,3,877135677,4
256,127,4,882164406,1
256,127,4,882164406,6
256,127,4,882164406,8
92,794,3,875654798,8
92,794,3,875654798,14
213,235,1,878955115,1
213,235,1,878955115,5
213,235,1,878955115,15
213,235,1,878955115,17
246,665,4,884922831,1
246,665,4,884922831,11
246,665,4,884922831,15
246,665,4,884922831,16
274,845,5,878945579,5
188,692,5,875072583,5
188,692,5,875072583,8
188,692,5,875072583,14
18,86,4,880129731,8
236,632,3,890116254,8
90,1198,5,891383866,6
90,1198,5,891383866,16
5,225,2,875635723,4
5,225,2,875635723,5
311,432,4,884365485,3
311,432,4,884365485,4
311,432,4,884365485,12
8,22,5,879362183,1
8,22,5,879362183,8
8,22,5,879362183,17
276,188,4,874792547,1
276,188,4,874792547,8
276,188,4,874792547,17
222,173,5,878183043,1
222,173,5,878183043,2
222,173,5,878183043,5
222,173,5,878183043,14
72,866,4,880035887,5
72,866,4,880035887,14
299,134,4,878192311,8
165,216,4,879525778,5
165,216,4,879525778,14
222,49,3,878183512,5
222,49,3,878183512,14
181,121,4,878962623,1
181,121,4,878962623,15
181,121,4,878962623,17
200,11,5,884129542,6
200,11,5,884129542,16
244,707,4,880606243,8
90,25,5,891384789,5
208,216,5,883108324,5
208,216,5,883108324,14
263,96,4,891298336,1
263,96,4,891298336,15
263,96,4,891298336,16
2,292,4,888550774,8
49,302,4,888065432,6
49,302,4,888065432,10
49,302,4,888065432,13
49,302,4,888065432,16
286,153,5,877531406,5
205,304,3,888284313,2
205,304,3,888284313,4
22,80,4,878887227,1
22,80,4,878887227,5
22,80,4,878887227,17
234,318,4,892078890,8
234,318,4,892078890,17
223,328,3,891548959,1
223,328,3,891548959,13
223,328,3,891548959,14
223,328,3,891548959,16
94,1220,3,891722678,8
274,405,4,878945840,1
274,405,4,878945840,2
274,405,4,878945840,13
7,492,5,891352010,8
16,55,5,877717956,6
16,55,5,877717956,8
16,55,5,877717956,14
16,55,5,877717956,16
290,161,4,880474293,1
290,161,4,880474293,14
92,515,4,875640800,1
92,515,4,875640800,8
92,515,4,875640800,17
239,1070,5,889179032,5
56,449,5,892679308,1
56,449,5,892679308,2
56,449,5,892679308,15
248,234,4,884534968,1
248,234,4,884534968,11
234,10,3,891227851,8
234,10,3,891227851,17
308,187,5,887738760,1
308,187,5,887738760,6
308,187,5,887738760,8
276,64,5,874787441,8
122,509,4,879270511,8
262,931,2,879790874,15
262,931,2,879790874,16
181,870,2,878962623,14
295,739,4,879518319,5
295,739,4,879518319,14
263,568,4,891299387,1
263,568,4,891299387,14
263,568,4,891299387,16
295,39,4,879518279,1
295,39,4,879518279,6
295,39,4,879518279,15
201,1100,4,884112800,5
201,1100,4,884112800,8
201,1100,4,884112800,14
159,1028,5,880557539,5
159,1028,5,880557539,14
158,665,2,880134532,1
158,665,2,880134532,11
158,665,2,880134532,15
158,665,2,880134532,16
293,423,3,888906070,4
293,423,3,888906070,8
293,423,3,888906070,9
293,423,3,888906070,15
82,597,3,878768882,1
82,597,3,878768882,16
276,181,5,874786488,1
276,181,5,874786488,2
276,181,5,874786488,14
276,181,5,874786488,15
276,181,5,874786488,17
13,823,5,882397833,6
13,823,5,882397833,10
13,823,5,882397833,16
217,2,3,889069782,1
217,2,3,889069782,2
217,2,3,889069782,16
83,660,4,880308256,8
189,20,5,893264466,8
189,20,5,893264466,14
222,796,4,878183684,5
222,796,4,878183684,14
267,121,3,878970681,1
267,121,3,878970681,15
267,121,3,878970681,17
126,294,3,887855087,5
181,1060,1,878962675,2
181,1060,1,878962675,4
13,780,1,882142057,5
291,686,5,874835165,1
291,686,5,874835165,8
268,21,3,875742822,1
268,21,3,875742822,2
268,21,3,875742822,5
268,21,3,875742822,12
268,21,3,875742822,16
262,28,3,879792220,1
262,28,3,879792220,8
262,28,3,879792220,16
234,81,3,892334680,5
234,81,3,892334680,14
29,245,3,882820803,1
29,245,3,882820803,8
29,245,3,882820803,16
29,245,3,882820803,17
236,57,5,890116575,8
158,729,3,880133116,8
37,288,4,880915258,11
37,288,4,880915258,16
141,245,3,884584426,1
141,245,3,884584426,8
141,245,3,884584426,16
141,245,3,884584426,17
235,230,4,889655162,1
235,230,4,889655162,2
235,230,4,889655162,15
77,172,3,884752562,1
77,172,3,884752562,2
77,172,3,884752562,8
77,172,3,884752562,14
77,172,3,884752562,15
77,172,3,884752562,17
90,506,5,891383319,8
186,566,5,879023663,1
186,566,5,879023663,2
186,566,5,879023663,16
44,660,5,878347915,8
118,774,5,875385198,11
7,661,5,891351624,18
49,1003,2,888068651,4
49,1003,2,888068651,5
49,1003,2,888068651,13
62,68,1,879374969,1
62,68,1,879374969,14
62,68,1,879374969,16
42,1028,4,881106072,5
42,1028,4,881106072,14
85,51,2,879454782,8
85,51,2,879454782,14
85,51,2,879454782,17
85,51,2,879454782,18
77,474,5,884732407,15
77,474,5,884732407,17
197,688,1,891409564,5
90,258,3,891382121,8
90,258,3,891382121,15
181,1288,1,878962349,5
295,190,4,879517062,8
295,190,4,879517062,17
224,69,4,888082495,5
224,69,4,888082495,14
224,69,4,888082495,17
272,317,4,879454977,8
66,877,1,883601089,2
