user_id,item_id,rating,timestamp,genre_ids
19,4,4,885412840,"[1, 5, 8]"
268,231,4,875744136,"[1, 2, 5, 6]"
5,2,3,875636053,"[1, 2, 16]"
305,117,2,886324028,"[1, 2, 16]"
44,294,4,883612356,[5]
43,137,4,875975656,[8]
279,1336,1,875298353,"[4, 5, 9]"
80,466,5,887401701,[16]
254,164,4,886472768,"[1, 2, 15, 16]"
298,281,3,884183336,"[1, 16]"
279,1240,1,892174404,"[3, 15]"
66,298,4,883601324,"[1, 15, 16]"
18,443,3,880130193,[11]
268,1035,2,875542174,[5]
99,79,4,885680138,"[1, 16]"
13,98,4,881515011,"[8, 16]"
26,258,3,891347949,"[8, 15]"
7,455,4,891353086,[1]
222,755,4,878183481,"[1, 2, 4, 9, 15]"
200,673,5,884128554,"[10, 16]"
119,328,4,876923913,"[1, 13, 14, 16]"
213,172,5,878955442,"[1, 2, 8, 14, 15, 17]"
276,322,3,874786392,"[13, 16]"
94,1217,3,891723086,[16]
130,379,4,875801662,[11]
38,328,4,892428688,"[1, 13, 14, 16]"
160,719,3,876857977,"[5, 17]"
293,1267,3,888906966,[8]
26,930,2,891385985,"[1, 2, 16]"
130,216,4,875216545,"[5, 14]"
92,1079,3,886443455,"[5, 12]"
256,452,4,882164999,"[1, 11]"
1,61,4,878542420,[8]
72,48,4,880036718,[7]
56,755,3,892910207,"[1, 2, 4, 9, 15]"
13,360,4,882140926,[7]
15,405,2,879455957,"[1, 2, 13]"
92,77,3,875654637,"[8, 16]"
207,476,2,884386343,[5]
292,174,5,881105481,"[1, 2]"
232,483,5,888549622,"[8, 14, 17]"
251,748,2,886272175,"[1, 14, 16]"
224,26,3,888104153,[5]
181,220,4,878962392,"[5, 14]"
259,255,4,874724710,"[5, 14]"
305,471,4,886323648,"[8, 17]"
52,280,3,882922806,"[8, 14]"
161,202,5,891170769,"[5, 14]"
148,408,5,877399018,"[3, 5, 16]"
125,235,2,892838559,"[1, 5, 15, 17]"
97,228,5,884238860,"[1, 2, 15]"
58,1098,4,884304936,[5]
83,234,4,887665548,"[1, 11]"
90,347,4,891383319,"[5, 8]"
272,178,5,879455113,[8]
194,181,3,879521396,"[1, 2, 14, 15, 17]"
125,478,4,879454628,"[5, 14]"
110,688,1,886987605,[5]
299,14,4,877877775,"[8, 14]"
151,10,5,879524921,"[8, 17]"
269,127,4,891446165,"[1, 6, 8]"
6,14,5,883599249,"[8, 14]"
54,106,3,880937882,"[8, 16]"
303,69,5,879467542,"[5, 14, 17]"
16,944,1,877727122,"[5, 8, 17]"
301,790,4,882078621,[5]
276,1091,3,874793035,"[2, 3, 4, 12]"
305,214,2,886323068,"[8, 12, 17]"
194,1028,2,879541148,"[5, 14]"
91,323,2,891438397,"[1, 16]"
87,554,4,879875940,"[1, 2]"
294,109,4,877819599,"[5, 15]"
286,171,4,877531791,"[5, 15]"
200,318,5,884128458,"[8, 17]"
229,328,1,891632142,"[1, 13, 14, 16]"
178,568,4,882826555,"[1, 14, 16]"
303,842,2,879484804,"[4, 5, 8]"
62,65,4,879374686,"[5, 8]"
207,591,3,876018608,"[8, 16]"
92,172,4,875653271,"[1, 2, 8, 14, 15, 17]"
301,401,4,882078040,[5]
36,339,5,882157581,"[1, 8]"
70,746,3,884150257,[5]
63,242,3,875747190,[5]
28,201,3,881961671,"[1, 2, 5, 11]"
279,68,4,875307407,"[1, 14, 16]"
250,7,4,878089716,"[8, 15]"
14,98,3,890881335,"[8, 16]"
299,1018,3,889502324,[8]
194,54,3,879525876,"[1, 8, 16]"
303,815,3,879485532,"[8, 14]"
119,237,5,874775038,"[8, 14]"
295,218,5,879966498,[16]
268,930,2,875742942,"[1, 2, 16]"
268,2,2,875744173,"[1, 2, 16]"
66,258,4,883601089,"[8, 15]"
233,202,5,879394264,"[5, 14]"
83,623,4,880308578,"[4, 5]"
214,334,3,891542540,"[1, 6, 13]"
192,476,2,881368243,[5]
100,344,4,891374868,[8]
268,145,1,875744501,"[1, 15, 16]"
301,56,4,882076587,"[6, 8]"
307,89,5,879283786,"[10, 15]"
234,141,3,892334609,"[2, 4, 9, 15]"
83,576,4,880308755,"[1, 2, 6]"
181,264,2,878961624,"[15, 16]"
297,133,4,875240090,"[8, 14, 17]"
38,153,5,892430369,[5]
7,382,4,891352093,"[5, 8]"
264,813,4,886122952,[7]
181,872,1,878961814,[14]
201,146,1,884140579,[8]
85,507,4,879456199,[8]
269,367,3,891450023,[5]
59,468,3,888205855,[8]
286,143,4,889651549,[12]
193,96,1,889124507,"[1, 15, 16]"
113,595,5,875936424,[16]
292,11,5,881104093,"[6, 16]"
130,1014,3,876250718,[5]
275,98,4,875155140,"[8, 16]"
189,520,5,893265380,"[2, 17]"
219,82,1,889452455,"[1, 2, 15]"
218,209,5,877488546,"[5, 8, 12]"
123,427,3,879873020,[8]
119,222,5,874775311,"[1, 2, 15]"
158,177,4,880134407,"[1, 18]"
222,118,4,877563802,"[1, 2, 16]"
302,322,2,879436875,"[13, 16]"
279,501,3,875308843,"[3, 4, 12]"
301,79,5,882076403,"[1, 16]"
181,3,2,878963441,[16]
201,695,1,884140115,"[5, 8]"
13,198,3,881515193,[16]
1,189,3,888732928,"[3, 5]"
145,237,5,875270570,"[8, 14]"
23,385,4,874786462,"[1, 2, 5, 14]"
201,767,4,884114505,[11]
296,705,5,884197193,"[12, 14]"
42,546,3,881105817,"[1, 16]"
33,872,3,891964230,[14]
301,554,3,882078830,"[1, 2]"
16,64,5,877720297,[8]
95,135,3,879197562,"[8, 13, 15, 16]"
154,357,4,879138713,[8]
77,484,5,884733766,"[10, 13]"
296,508,5,884196584,[8]
302,303,2,879436785,[8]
244,673,3,880606667,"[10, 16]"
222,77,4,878183616,"[8, 16]"
13,215,5,882140588,[8]
16,705,5,877722736,"[12, 14]"
270,452,4,876956264,"[1, 11]"
145,15,2,875270655,[8]
187,64,5,879465631,[8]
200,304,5,876041644,"[2, 4]"
170,749,5,887646170,"[5, 14]"
101,829,3,877136138,"[1, 2]"
184,218,3,889909840,[16]
128,204,4,879967478,"[5, 15]"
181,1295,1,878961781,"[5, 8]"
184,153,3,889911285,[5]
1,33,4,878542699,"[1, 14, 16]"
1,160,4,875072547,[8]
184,321,5,889906967,[5]
54,595,3,880937813,[16]
94,343,4,891725009,"[1, 11, 15]"
128,508,4,879967767,[8]
23,323,2,874784266,"[1, 16]"
301,227,3,882077222,"[1, 2, 15]"
301,191,3,882075672,"[8, 13]"
112,903,1,892440172,"[8, 14]"
82,183,3,878769848,"[1, 11, 15, 16]"
222,724,3,878181976,"[8, 14]"
218,430,3,877488316,"[5, 17]"
308,1197,4,887739521,"[5, 8]"
303,134,5,879467959,[8]
133,751,3,890588547,"[1, 14, 16]"
215,212,2,891435680,[8]
69,256,5,882126156,"[5, 14]"
254,662,4,887347350,"[8, 14]"
276,2,4,874792436,"[1, 2, 16]"
104,984,1,888442575,[16]
63,1067,3,875747514,[5]
267,410,4,878970785,[5]
13,56,5,881515011,"[6, 8]"
240,879,3,885775745,"[1, 16, 17]"
286,237,2,875806800,"[8, 14]"
294,271,5,889241426,"[1, 2, 15, 17]"
90,1086,4,891384424,[8]
18,26,4,880129731,[5]
92,229,3,875656201,"[1, 2, 15]"
308,649,4,887739292,"[6, 8, 16]"
144,89,3,888105691,"[10, 15]"
191,302,4,891560253,"[6, 10, 13, 16]"
59,951,3,888206409,"[2, 4, 9]"
200,96,5,884129409,"[1, 15, 16]"
16,197,5,877726146,"[8, 14]"
61,678,3,892302309,"[8, 16]"
271,199,4,885848448,"[8, 17]"
271,709,3,885849325,"[5, 14]"
142,169,5,888640356,"[3, 5]"
275,597,3,876197678,"[1, 16]"
222,151,3,878182109,"[2, 4, 5]"
87,40,3,879876917,[5]
207,258,4,877879172,"[8, 15]"
272,1393,2,879454663,"[1, 16]"
177,333,4,880130397,"[13, 16]"
207,1115,2,879664906,"[5, 8, 14]"
299,577,3,889503806,"[5, 15]"
271,378,4,885849447,[8]
305,425,4,886324486,[5]
49,959,2,888068912,[5]
94,1224,3,891722802,[8]
130,1017,3,874953895,[8]
10,175,3,877888677,[15]
203,321,3,880433418,[5]
191,286,4,891560842,"[8, 14, 17]"
43,323,3,875975110,"[1, 16]"
21,558,5,874951695,"[8, 9, 16]"
197,96,5,891409839,"[1, 15, 16]"
13,344,2,888073635,[8]
194,66,3,879527264,"[5, 14]"
234,206,4,892334543,"[2, 3, 15, 16]"
308,402,4,887740700,"[5, 14, 16]"
308,640,4,887737036,[8]
269,522,5,891447773,"[5, 8]"
94,265,4,891721889,"[1, 16]"
268,62,3,875310824,"[1, 2, 15]"
272,12,5,879455254,"[6, 16]"
121,291,3,891390477,"[13, 16]"
296,20,5,884196921,"[8, 14]"
134,286,3,891732334,"[8, 14, 17]"
180,462,5,877544218,"[8, 14]"
234,612,3,892079140,[8]
104,117,2,888465972,"[1, 2, 16]"
38,758,1,892434626,"[15, 16]"
269,845,1,891456255,[5]
7,163,4,891353444,[5]
234,1451,3,892078343,[16]
275,405,2,876197645,"[1, 2, 13]"
52,250,3,882922661,"[1, 15]"
102,823,3,888801465,"[6, 10, 16]"
13,186,4,890704999,"[1, 5, 12]"
178,731,4,882827532,"[5, 8, 14]"
236,71,3,890116671,"[3, 4, 12]"
256,781,5,882165296,"[5, 14]"
263,176,5,891299752,"[1, 15, 16, 17]"
244,186,3,880605697,"[1, 5, 12]"
279,1181,4,875314001,"[1, 5]"
43,815,4,883956189,"[8, 14]"
83,78,2,880309089,"[2, 4, 8]"
151,197,5,879528710,"[8, 14]"
254,436,2,886474216,[11]
109,631,3,880579371,"[1, 8, 14, 17]"
297,716,3,875239422,"[8, 14]"
249,188,4,879641067,"[1, 8, 17]"
144,699,4,888106106,[8]
301,604,4,882075994,[5]
64,392,3,889737542,[8]
92,501,2,875653665,"[3, 4, 12]"
222,97,4,878181739,"[2, 8, 18]"
268,436,3,875310745,[11]
293,135,5,888905550,"[8, 13, 15, 16]"
213,173,5,878955442,"[1, 2, 5, 14]"
160,460,2,876861185,[8]
13,498,4,882139901,"[1, 2, 14, 17]"
59,715,5,888205921,"[5, 8]"
5,17,4,875636198,"[1, 5, 6, 11, 16]"
125,163,5,879454956,[5]
174,315,5,886432749,"[8, 16]"
114,505,3,881260203,"[13, 16]"
213,515,4,878870518,"[1, 8, 17]"
23,196,2,874786926,[8]
128,15,4,879968827,[8]
239,56,4,889179478,"[6, 8]"
181,279,1,878962955,[8]
291,80,4,875086354,"[1, 5, 17]"
250,238,4,878089963,[5]
201,649,3,884114275,"[6, 8, 16]"
60,60,5,883327734,[8]
181,325,2,878961814,"[8, 16]"
119,407,3,887038665,[5]
287,1,5,875334088,"[3, 4, 5]"
216,228,3,880245642,"[1, 2, 15]"
216,531,4,880233810,"[8, 14]"
203,471,4,880434463,"[8, 17]"
92,587,3,875660408,"[8, 13]"
13,892,3,882774224,"[4, 5, 9]"
213,176,4,878956338,"[1, 15, 16, 17]"
286,288,5,875806672,"[11, 16]"
117,1047,2,881009697,[5]
99,111,1,885678886,"[5, 14]"
11,558,3,891904214,"[8, 9, 16]"
65,47,2,879216672,"[5, 8]"
295,194,4,879517412,"[5, 6]"
269,217,2,891451610,"[11, 14]"
85,259,2,881705026,"[4, 5]"
250,596,5,878089921,"[3, 4, 12]"
137,144,5,881433689,"[1, 16]"
201,960,2,884112077,[8]
257,137,4,882049932,[8]
111,328,4,891679939,"[1, 13, 14, 16]"
91,480,4,891438875,"[5, 16]"
215,211,4,891436202,"[5, 17]"
181,938,1,878961586,"[5, 14]"
189,1060,5,893264301,"[2, 4]"
1,20,4,887431883,"[8, 14]"
303,404,4,879468375,"[3, 4]"
299,305,3,879737314,[8]
187,210,4,879465242,"[1, 2]"
222,278,2,877563913,"[8, 14]"
214,568,4,892668197,"[1, 14, 16]"
293,770,3,888906655,"[6, 10, 13, 16]"
285,191,4,890595859,"[8, 13]"
303,252,3,879544791,"[1, 2, 15, 16]"
96,156,4,884402860,"[6, 16]"
72,1110,3,880037334,"[1, 5, 12, 15]"
115,1067,4,881171009,[5]
7,430,3,891352178,"[5, 17]"
116,350,3,886977926,"[1, 13, 16]"
73,480,4,888625753,"[5, 16]"
269,246,5,891457067,"[8, 14]"
263,419,5,891299514,"[4, 5, 12]"
70,431,3,884150257,"[1, 2]"
221,475,4,875244204,[8]
72,182,5,880036515,"[6, 8]"
25,357,4,885852757,[8]
290,50,5,880473582,"[1, 2, 14, 15, 17]"
189,526,4,893266205,"[1, 2, 8]"
299,303,3,877618584,[8]
264,294,3,886121516,[5]
200,365,5,884129962,[8]
187,135,4,879465653,"[8, 13, 15, 16]"
184,187,4,889909024,"[1, 6, 8]"
63,289,2,875746985,"[8, 12]"
13,229,4,882397650,"[1, 2, 15]"
298,486,3,884183063,"[5, 14]"
235,185,4,889655435,"[11, 14, 16]"
62,712,4,879376178,"[5, 8]"
246,94,2,884923505,"[4, 5]"
54,742,5,880934806,"[8, 16]"
63,762,3,875747688,[8]
11,732,3,891904596,"[5, 14]"
92,168,4,875653723,[5]
8,550,3,879362356,"[1, 16]"
307,174,4,879283480,"[1, 2]"
303,200,4,879468459,[11]
256,849,2,882164603,"[1, 14]"
72,54,3,880036854,"[1, 8, 16]"
164,406,2,889402389,"[11, 16]"
117,150,4,880125101,"[5, 8]"
224,77,4,888103872,"[8, 16]"
193,869,3,889127811,"[5, 14]"
94,184,2,891720862,"[1, 2, 5, 11, 15]"
281,338,2,881200457,[5]
130,109,3,874953794,"[5, 15]"
128,371,1,879966954,"[8, 14]"
94,720,1,891723593,"[1, 2, 8, 14]"
182,845,3,885613067,[5]
129,873,1,883245452,"[5, 14]"
254,229,4,886474580,"[1, 2, 15]"
64,381,4,879365491,"[5, 14]"
151,176,2,879524293,"[1, 15, 16, 17]"
45,25,4,881014015,[5]
193,879,3,889123257,"[1, 16, 17]"
276,922,4,889174849,[18]
276,57,3,874787526,[8]
234,187,4,892079140,"[1, 6, 8]"
181,306,1,878962006,"[8, 14]"
21,370,1,874951293,"[8, 16]"
293,249,3,888905229,[5]
264,721,5,886123656,[5]
10,611,5,877886722,"[6, 10, 13]"
197,346,3,891409070,"[6, 8]"
276,142,3,874792945,"[2, 4, 12]"
308,427,4,887736584,[8]
221,943,4,875246759,[16]
131,126,4,883681514,[8]
268,824,2,876518557,[5]
109,8,3,880572642,"[4, 5, 8]"
198,58,3,884208173,[8]
230,680,4,880484286,"[1, 2]"
181,741,1,878962918,"[8, 16]"
192,1061,4,881368891,"[5, 8]"
234,448,3,892335501,[11]
90,900,4,891382309,[8]
193,941,4,889124890,"[5, 8]"
128,603,5,879966839,"[13, 16]"
126,905,2,887855283,"[8, 14]"
244,265,4,880606634,"[1, 16]"
90,289,3,891382310,"[8, 12]"
157,25,3,886890787,[5]
305,71,3,886323684,"[3, 4, 12]"
119,382,5,874781742,"[5, 8]"
21,222,2,874951382,"[1, 2, 15]"
231,181,4,888605273,"[1, 2, 14, 15, 17]"
280,508,3,891700453,[8]
288,132,3,886374129,"[2, 4, 8, 12]"
279,1497,2,890780576,[7]
301,33,4,882078228,"[1, 14, 16]"
72,699,3,880036783,[8]
90,259,2,891382392,"[4, 5]"
308,55,3,887738760,"[6, 8, 14, 16]"
59,742,3,888203053,"[8, 16]"
94,744,4,891721462,"[8, 17]"
130,642,4,875216933,"[6, 8, 10]"
26,1015,3,891352136,"[4, 8]"
56,121,5,892679480,"[1, 15, 17]"
82,508,2,884714249,[8]
62,12,4,879373613,"[6, 16]"
276,40,3,874791871,[5]
181,1015,1,878963121,"[4, 8]"
152,301,3,880147407,[5]
178,845,4,882824291,[5]
217,597,4,889070087,"[1, 16]"
79,303,4,891271203,[8]
138,484,4,879024127,"[10, 13]"
308,81,5,887737293,"[5, 14]"
75,284,2,884050393,"[5, 14]"
269,198,4,891447062,[16]
307,94,3,877122695,"[4, 5]"
222,781,3,881059677,"[5, 14]"
121,740,3,891390544,"[8, 14]"
269,22,1,891448072,"[1, 8, 17]"
13,864,4,882141924,[5]
230,742,5,880485043,"[8, 16]"
269,507,4,891448800,[8]
239,1099,5,889179253,[8]
245,1028,5,888513447,"[5, 14]"
56,546,3,892679460,"[1, 16]"
295,961,5,879519556,[8]
271,1028,2,885848102,"[5, 14]"
222,812,2,881059117,"[2, 4]"
69,240,3,882126156,"[3, 5]"
10,7,4,877892210,"[8, 15]"
22,376,3,878887112,[5]
294,931,3,889242857,"[15, 16]"
82,717,1,884714492,"[8, 16]"
279,399,4,875313859,"[1, 2, 5]"
269,234,1,891449406,"[1, 11]"
6,98,5,883600680,"[8, 16]"
243,1039,4,879988184,[8]
298,181,4,884125629,"[1, 2, 14, 15, 17]"
282,325,1,881703044,"[8, 16]"
78,323,1,879633567,"[1, 16]"
118,200,5,875384647,[11]
283,1114,5,879297545,[5]
171,292,4,891034835,[8]
70,217,4,884151119,"[11, 14]"
10,100,5,877891747,"[6, 8, 16]"
245,181,4,888513664,"[1, 2, 14, 15, 17]"
107,333,3,891264267,"[13, 16]"
246,561,1,884923445,"[8, 11]"
13,901,1,883670672,[5]
276,70,4,874790826,"[5, 14]"
244,17,2,880607205,"[1, 5, 6, 11, 16]"
189,56,5,893265263,"[6, 8]"
226,242,5,883888671,[5]
62,1016,4,879373008,"[1, 2, 16]"
276,417,4,874792907,"[4, 8]"
214,478,4,891544052,"[5, 14]"
306,235,4,876504354,"[1, 5, 15, 17]"
222,26,3,878183043,[5]
280,631,5,891700751,"[1, 8, 14, 17]"
60,430,5,883326122,"[5, 17]"
56,71,4,892683275,"[3, 4, 12]"
42,274,5,881105817,"[5, 14]"
1,202,5,875072442,"[5, 14]"
13,809,4,882397582,"[1, 8, 13]"
173,289,4,877556988,"[8, 12]"
15,749,1,879455311,"[5, 14]"
185,23,4,883524249,"[8, 16]"
280,540,3,891702304,[1]
244,381,4,880604077,"[5, 14]"
150,293,4,878746946,"[6, 8]"
7,497,4,891352134,[5]
178,317,4,882826915,[8]
178,742,3,882823833,"[8, 16]"
95,1217,3,880572658,[16]
234,1462,3,892333865,"[6, 8, 14]"
97,222,5,884238887,"[1, 2, 15]"
109,127,2,880563471,"[1, 6, 8]"
117,268,5,880124306,"[8, 14]"
269,705,2,891448850,"[12, 14]"
130,1246,3,876252497,[5]
264,655,4,886123530,"[2, 5, 8]"
207,13,3,875506839,[5]
42,588,5,881108147,"[3, 4, 12]"
246,409,2,884923372,"[5, 8]"
87,367,4,879876702,[5]
101,304,3,877135677,"[2, 4]"
256,127,4,882164406,"[1, 6, 8]"
92,794,3,875654798,"[8, 14]"
181,762,2,878963418,[8]
213,235,1,878955115,"[1, 5, 15, 17]"
92,739,2,876175582,"[5, 14]"
292,661,5,881105561,[18]
246,665,4,884922831,"[1, 11, 15, 16]"
274,845,5,878945579,[5]
188,692,5,875072583,"[5, 8, 14]"
18,86,4,880129731,[8]
5,439,1,878844423,[11]
236,632,3,890116254,[8]
193,407,4,889127921,[5]
144,709,4,888105940,"[5, 14]"
90,1198,5,891383866,"[6, 16]"
48,609,4,879434819,[5]
5,225,2,875635723,"[4, 5]"
22,128,5,878887983,"[1, 16]"
311,432,4,884365485,"[3, 4, 12]"
8,22,5,879362183,"[1, 8, 17]"
276,188,4,874792547,"[1, 8, 17]"
222,173,5,878183043,"[1, 2, 5, 14]"
72,866,4,880035887,"[5, 14]"
299,134,4,878192311,[8]
1,171,5,889751711,"[5, 15]"
308,295,3,887741461,"[1, 16]"
165,216,4,879525778,"[5, 14]"
222,49,3,878183512,"[5, 14]"
181,121,4,878962623,"[1, 15, 17]"
200,11,5,884129542,"[6, 16]"
234,626,4,892336358,"[4, 8]"
244,707,4,880606243,[8]
90,25,5,891384789,[5]
208,216,5,883108324,"[5, 14]"
263,96,4,891298336,"[1, 15, 16]"
134,323,4,891732335,"[1, 16]"
279,586,4,892864663,[1]
2,292,4,888550774,[8]
288,593,2,886892127,[17]
49,302,4,888065432,"[6, 10, 13, 16]"
286,153,5,877531406,[5]
205,304,3,888284313,"[2, 4]"
22,80,4,878887227,"[1, 5, 17]"
234,318,4,892078890,"[8, 17]"
223,328,3,891548959,"[1, 13, 14, 16]"
15,25,3,879456204,[5]
268,147,4,876514002,"[1, 16]"
94,1220,3,891722678,[8]
274,405,4,878945840,"[1, 2, 13]"
7,492,5,891352010,[8]
268,217,2,875744501,"[11, 14]"
16,55,5,877717956,"[6, 8, 14, 16]"
164,620,3,889402298,[8]
290,161,4,880474293,"[1, 14]"
92,515,4,875640800,"[1, 8, 17]"
239,1070,5,889179032,[5]
56,449,5,892679308,"[1, 2, 15]"
248,234,4,884534968,"[1, 11]"
234,10,3,891227851,"[8, 17]"
280,1049,2,891702486,[5]
308,187,5,887738760,"[1, 6, 8]"
276,64,5,874787441,[8]
192,948,3,881368302,"[5, 14]"
122,509,4,879270511,[8]
85,588,3,880838306,"[3, 4, 12]"
262,931,2,879790874,"[15, 16]"
201,272,3,886013700,[8]
181,870,2,878962623,[14]
295,739,4,879518319,"[5, 14]"
263,568,4,891299387,"[1, 14, 16]"
295,39,4,879518279,"[1, 6, 15]"
201,1100,4,884112800,"[5, 8, 14]"
93,820,3,888705966,"[2, 3, 4, 5, 9]"
159,1028,5,880557539,"[5, 14]"
158,665,2,880134532,"[1, 11, 15, 16]"
